;Kingdom;Phylum;Class;Order;Family;Genus
ASV_5500;Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;NA
ASV_5501;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
ASV_5502;Bacteria;NA;NA;NA;NA;NA
ASV_5504;Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;NA
ASV_5505;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Fusibacteraceae;Fusibacter
ASV_5506;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV_5507;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;NA
ASV_5509;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
ASV_5510;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
ASV_5511;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;SH-PL14
ASV_5513;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;NA
ASV_5515;Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;NA
ASV_5516;Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;endosymbionts
ASV_5517;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter
ASV_5518;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV_5520;Bacteria;NA;NA;NA;NA;NA
ASV_5521;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_5523;Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;NA;NA
ASV_5524;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_5526;Bacteria;NA;NA;NA;NA;NA
ASV_5527;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA
ASV_5528;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Albidovulum
ASV_5529;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;NA;NA
ASV_5530;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;NA
ASV_5532;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Sedimenticola
ASV_5533;Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;NA
ASV_5534;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter
ASV_5535;Bacteria;Firmicutes;Clostridia;NA;NA;NA
ASV_5536;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_5537;Bacteria;NB1-j;NA;NA;NA;NA
ASV_5538;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;NA;NA
ASV_5539;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola
ASV_5540;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus
ASV_5541;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;NA
ASV_5543;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Thioglobaceae;SUP05 cluster
ASV_5544;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;NA
ASV_5545;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
ASV_5546;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;NA
ASV_5547;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
ASV_5548;Bacteria;Planctomycetota;OM190;NA;NA;NA
ASV_5549;Bacteria;Desulfobacterota;Desulfomonilia;Desulfomonilales;Desulfomonilaceae;Desulfomonile
ASV_5551;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_5552;Bacteria;NA;NA;NA;NA;NA
ASV_5554;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus
ASV_5555;Bacteria;Planctomycetota;OM190;NA;NA;NA
ASV_5556;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Vallitalea
ASV_5557;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_5558;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade
ASV_5559;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_5560;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;NA
ASV_5561;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Tepidibacter
ASV_5562;Bacteria;Verrucomicrobiota;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Lentisphaera
ASV_5563;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_5565;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Epulopiscium
ASV_5567;Bacteria;NA;NA;NA;NA;NA
ASV_5568;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Kistimonas
ASV_5571;Bacteria;NA;NA;NA;NA;NA
ASV_5573;Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8;NA;NA
ASV_5574;Bacteria;NA;NA;NA;NA;NA
ASV_5575;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA
ASV_5576;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;NA
ASV_5581;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;NA;NA
ASV_5582;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_5583;Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Coleofasciculaceae;Caldora VP642b
ASV_5585;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_5586;Bacteria;NA;NA;NA;NA;NA
ASV_5588;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;NA
ASV_5589;Bacteria;NA;NA;NA;NA;NA
ASV_5590;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA
ASV_5592;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_5594;Bacteria;NA;NA;NA;NA;NA
ASV_5595;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;BD1-7 clade
ASV_5598;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Amoebophilaceae;NA
ASV_5599;Bacteria;NA;NA;NA;NA;NA
ASV_5600;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium
ASV_5601;Bacteria;NA;NA;NA;NA;NA
ASV_5602;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_5603;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;cvE6;NA
ASV_5604;Bacteria;NA;NA;NA;NA;NA
ASV_5605;Bacteria;NA;NA;NA;NA;NA
ASV_5609;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_5612;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
ASV_5614;Bacteria;NA;NA;NA;NA;NA
ASV_5615;Bacteria;NA;NA;NA;NA;NA
ASV_5616;Bacteria;Actinobacteriota;WCHB1-81;NA;NA;NA
ASV_5617;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;NA;NA
ASV_5618;Bacteria;NA;NA;NA;NA;NA
ASV_5619;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;NA
ASV_5620;Bacteria;NA;NA;NA;NA;NA
ASV_5621;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hellea
ASV_5623;Bacteria;NA;NA;NA;NA;NA
ASV_5624;Bacteria;NA;NA;NA;NA;NA
ASV_5625;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;NA
ASV_5627;Bacteria;NA;NA;NA;NA;NA
ASV_5630;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_5631;Bacteria;NA;NA;NA;NA;NA
ASV_5634;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_5635;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV_5637;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;NA
ASV_5638;Bacteria;NA;NA;NA;NA;NA
ASV_5639;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;NA;NA
ASV_5642;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;AB1;NA
ASV_5643;Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;NA
ASV_5644;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Terasakiellaceae;NA
ASV_5646;Bacteria;Planctomycetota;OM190;NA;NA;NA
ASV_5647;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
ASV_5648;Bacteria;NA;NA;NA;NA;NA
ASV_5649;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
ASV_5650;Bacteria;NA;NA;NA;NA;NA
ASV_5652;Bacteria;NA;NA;NA;NA;NA
ASV_5653;Bacteria;NA;NA;NA;NA;NA
ASV_5655;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
ASV_5658;Bacteria;NA;NA;NA;NA;NA
ASV_5661;Bacteria;Poribacteria;NA;NA;NA;NA
ASV_5663;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Marinifilum
ASV_5664;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;NA;NA
ASV_5665;Bacteria;NA;NA;NA;NA;NA
ASV_5666;Bacteria;NA;NA;NA;NA;NA
ASV_5667;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA
ASV_5671;Bacteria;NA;NA;NA;NA;NA
ASV_5672;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Halarcobacter
ASV_5673;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;NA
ASV_5674;Bacteria;NA;NA;NA;NA;NA
ASV_5675;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA
ASV_5676;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Endozoicomonas
ASV_5678;Bacteria;NA;NA;NA;NA;NA
ASV_5679;Bacteria;NA;NA;NA;NA;NA
ASV_5681;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muricauda
ASV_5682;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;NA;NA
ASV_5683;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;NA
ASV_5684;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;NA
ASV_5685;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix
ASV_5686;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;NA
ASV_5687;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA
ASV_5688;Bacteria;Planctomycetota;BD7-11;NA;NA;NA
ASV_5689;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;NA;NA
ASV_5690;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Flammeovirgaceae;NA
ASV_5693;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_5694;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;Pseudohongiella
ASV_5695;Bacteria;Sumerlaeota;Sumerlaeia;Sumerlaeales;Sumerlaeaceae;Sumerlaea
ASV_5696;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;OM182 clade;NA
ASV_5697;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA
ASV_5698;Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;HTCC5015
ASV_5699;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
ASV_5700;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA
ASV_5701;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;NA
ASV_5702;Bacteria;NA;NA;NA;NA;NA
ASV_5703;Bacteria;NA;NA;NA;NA;NA
ASV_5704;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_5706;Bacteria;NA;NA;NA;NA;NA
ASV_5707;Bacteria;NA;NA;NA;NA;NA
ASV_5708;Bacteria;NA;NA;NA;NA;NA
ASV_5709;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
ASV_5710;Bacteria;NA;NA;NA;NA;NA
ASV_5711;Bacteria;NA;NA;NA;NA;NA
ASV_5712;Bacteria;NA;NA;NA;NA;NA
ASV_5713;Bacteria;NA;NA;NA;NA;NA
ASV_5714;Bacteria;NA;NA;NA;NA;NA
ASV_5717;Bacteria;NA;NA;NA;NA;NA
ASV_5718;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA
ASV_5719;Bacteria;NA;NA;NA;NA;NA
ASV_5720;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
ASV_5721;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_5722;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;NA
ASV_5725;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muricauda
ASV_5726;Bacteria;NA;NA;NA;NA;NA
ASV_5728;Bacteria;NA;NA;NA;NA;NA
ASV_5729;Bacteria;NA;NA;NA;NA;NA
ASV_5730;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;NA
ASV_5732;Bacteria;NA;NA;NA;NA;NA
ASV_5734;Bacteria;Patescibacteria;Berkelbacteria;NA;NA;NA
ASV_5735;Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA
ASV_5736;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquibacter
ASV_5738;Bacteria;NA;NA;NA;NA;NA
ASV_5739;Bacteria;NA;NA;NA;NA;NA
ASV_5740;Bacteria;NA;NA;NA;NA;NA
ASV_5741;Bacteria;NA;NA;NA;NA;NA
ASV_5742;Bacteria;NA;NA;NA;NA;NA
ASV_5745;Bacteria;NA;NA;NA;NA;NA
ASV_5746;Bacteria;NA;NA;NA;NA;NA
ASV_5749;Bacteria;NA;NA;NA;NA;NA
ASV_5750;Bacteria;NA;NA;NA;NA;NA
ASV_5751;Bacteria;NA;NA;NA;NA;NA
ASV_5752;Bacteria;NA;NA;NA;NA;NA
ASV_5753;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade
ASV_5754;Bacteria;NA;NA;NA;NA;NA
ASV_5755;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter
ASV_5756;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;NA
ASV_5757;Bacteria;NA;NA;NA;NA;NA
ASV_5759;Bacteria;NA;NA;NA;NA;NA
ASV_5762;Bacteria;NA;NA;NA;NA;NA
ASV_5764;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;NA
ASV_5766;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Cetobacterium
ASV_5767;Bacteria;NA;NA;NA;NA;NA
ASV_5768;Bacteria;NA;NA;NA;NA;NA
ASV_5769;Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus
ASV_5770;Bacteria;Gemmatimonadota;PAUC43f marine benthic group;NA;NA;NA
ASV_5771;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aureisphaera
ASV_5772;Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 9;NA;NA
ASV_5773;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_5774;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;NA
ASV_5775;Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;NA;NA
ASV_5776;Bacteria;NA;NA;NA;NA;NA
ASV_5777;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA
ASV_5778;Bacteria;Desulfobacterota;Desulfuromonadia;PB19;NA;NA
ASV_5779;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas
ASV_5780;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans
ASV_5781;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Paracaedibacter
ASV_5782;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Megamonas
ASV_5783;Bacteria;Cyanobacteria;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae;NA
ASV_5784;Bacteria;Planctomycetota;OM190;NA;NA;NA
ASV_5785;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade
ASV_5787;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;NA
ASV_5788;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA
ASV_5789;Bacteria;NA;NA;NA;NA;NA
ASV_5791;Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;NA
ASV_5792;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_5793;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Cellvibrio
ASV_5794;Bacteria;NA;NA;NA;NA;NA
ASV_5795;Bacteria;Proteobacteria;Gammaproteobacteria;Run-SP154;NA;NA
ASV_5796;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;NA
ASV_5799;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;SWB02
ASV_5801;Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;Silvanigrella
ASV_5802;Bacteria;NA;NA;NA;NA;NA
ASV_5803;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
ASV_5805;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_5808;Bacteria;NA;NA;NA;NA;NA
ASV_5809;Bacteria;NA;NA;NA;NA;NA
ASV_5811;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;NA;NA
ASV_5812;Bacteria;NA;NA;NA;NA;NA
ASV_5816;Bacteria;NA;NA;NA;NA;NA
ASV_5817;Bacteria;NA;NA;NA;NA;NA
ASV_5819;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA
ASV_5820;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA
ASV_5821;Bacteria;NA;NA;NA;NA;NA
ASV_5822;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NA
ASV_5824;Bacteria;AncK6;NA;NA;NA;NA
ASV_5825;Bacteria;NA;NA;NA;NA;NA
ASV_5827;Bacteria;NA;NA;NA;NA;NA
ASV_5828;Bacteria;NA;NA;NA;NA;NA
ASV_5829;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_5830;Bacteria;NA;NA;NA;NA;NA
ASV_5831;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;MWH-UniP1 aquatic group;NA
ASV_5834;Bacteria;NA;NA;NA;NA;NA
ASV_5835;Bacteria;NA;NA;NA;NA;NA
ASV_5836;Bacteria;NA;NA;NA;NA;NA
ASV_5839;Bacteria;NA;NA;NA;NA;NA
ASV_5841;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
ASV_5842;Bacteria;NA;NA;NA;NA;NA
ASV_5844;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;NA;NA
ASV_5845;Bacteria;NA;NA;NA;NA;NA
ASV_5846;Bacteria;Acidobacteriota;Subgroup 21;NA;NA;NA
ASV_5847;Bacteria;NA;NA;NA;NA;NA
ASV_5848;Bacteria;NA;NA;NA;NA;NA
ASV_5850;Bacteria;NA;NA;NA;NA;NA
ASV_5851;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Caminicellaceae;Paramaledivibacter
ASV_5852;Bacteria;NA;NA;NA;NA;NA
ASV_5853;Bacteria;NA;NA;NA;NA;NA
ASV_5854;Bacteria;NA;NA;NA;NA;NA
ASV_5855;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
ASV_5856;Bacteria;NA;NA;NA;NA;NA
ASV_5858;Bacteria;NA;NA;NA;NA;NA
ASV_5859;Bacteria;Poribacteria;NA;NA;NA;NA
ASV_5861;Bacteria;SAR324 clade(Marine group B);NA;NA;NA;NA
ASV_5862;Bacteria;NA;NA;NA;NA;NA
ASV_5863;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA
ASV_5864;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA
ASV_5865;Bacteria;NA;NA;NA;NA;NA
ASV_5866;Bacteria;Chloroflexi;TK30;NA;NA;NA
ASV_5867;Bacteria;NA;NA;NA;NA;NA
ASV_5868;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_5869;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter
ASV_5870;Bacteria;NA;NA;NA;NA;NA
ASV_5871;Bacteria;NA;NA;NA;NA;NA
ASV_5872;Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;Balneola
ASV_5873;Bacteria;NA;NA;NA;NA;NA
ASV_5874;Bacteria;NA;NA;NA;NA;NA
ASV_5875;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NA
ASV_5877;Bacteria;NA;NA;NA;NA;NA
ASV_5879;Bacteria;NA;NA;NA;NA;NA
ASV_5880;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;NA
ASV_5882;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;NA
ASV_5884;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
ASV_5885;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;NA;NA
ASV_5886;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_5887;Bacteria;NA;NA;NA;NA;NA
ASV_5888;Bacteria;NA;NA;NA;NA;NA
ASV_5889;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_5891;Bacteria;Myxococcota;bacteriap25;NA;NA;NA
ASV_5892;Bacteria;NA;NA;NA;NA;NA
ASV_5893;Bacteria;Acidobacteriota;Subgroup 21;NA;NA;NA
ASV_5894;Bacteria;NA;NA;NA;NA;NA
ASV_5895;Bacteria;NA;NA;NA;NA;NA
ASV_5898;Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;koll11;NA
ASV_5899;Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;NA
ASV_5900;Bacteria;NA;NA;NA;NA;NA
ASV_5901;Bacteria;NA;NA;NA;NA;NA
ASV_5902;Bacteria;NA;NA;NA;NA;NA
ASV_5903;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera
ASV_5905;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;NA
ASV_5906;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
ASV_5907;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA
ASV_5908;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
ASV_5910;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
ASV_5911;Bacteria;NA;NA;NA;NA;NA
ASV_5912;Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;NA;NA
ASV_5913;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;NA
ASV_5914;Bacteria;NA;NA;NA;NA;NA
ASV_5916;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;NA;NA
ASV_5917;Bacteria;NA;NA;NA;NA;NA
ASV_5918;Bacteria;Elusimicrobiota;NA;NA;NA;NA
ASV_5920;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;NA;NA
ASV_5921;Bacteria;Proteobacteria;NA;NA;NA;NA
ASV_5922;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Pelagicoccus
ASV_5923;Bacteria;NA;NA;NA;NA;NA
ASV_5925;Bacteria;NA;NA;NA;NA;NA
ASV_5926;Bacteria;Planctomycetota;OM190;NA;NA;NA
ASV_5928;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_5930;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Cerasicoccus
ASV_5932;Bacteria;Planctomycetota;NA;NA;NA;NA
ASV_5934;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
ASV_5935;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Spongiibacterium
ASV_5936;Bacteria;Myxococcota;Polyangia;Blfdi19;NA;NA
ASV_5937;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter
ASV_5938;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade IV;NA
ASV_5939;Bacteria;NA;NA;NA;NA;NA
ASV_5940;Bacteria;NA;NA;NA;NA;NA
ASV_5941;Bacteria;NA;NA;NA;NA;NA
ASV_5942;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA
ASV_5943;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA
ASV_5944;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;OCS116 clade;NA
ASV_5945;Bacteria;NA;NA;NA;NA;NA
ASV_5946;Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;Crocosphaera
ASV_5947;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;NA
